"Player_name","Team","Level","c.IP","N","HR_9","Kpct","BBpct","DER","ERA","FIP","K_BB","ID","Diff"
"岡本　健","H","Top",68.3,291,0.664,14.1,10.7,0.715,3.42,4.1,3.5,"岡本　健 H",-13.3
"岡本　篤志","L","Farm",61.7,257,0.636,19.4,6.2,0.708,2.92,3.08,13.2,"岡本　篤志 L",NA
"岡本　篤志","L","Top",137.7,626,0.584,14.2,8.1,0.66,3.67,3.58,6.1,"岡本　篤志 L",NA
"岡本　洋介","L","Farm",243.3,994,0.807,17.1,7.1,0.717,3.14,3.74,10,"岡本　洋介 L",-7.3
"岡本　洋介","L","Top",301.6,1319,1.183,14.2,7.9,0.706,4.69,4.62,6.4,"岡本　洋介 L",-7.3
"岡本　洋介","T","Farm",25,106,0.72,16,6.6,0.722,3.24,3.59,9.4,"岡本　洋介 T",-19.7
"岡本　洋介","T","Top",44.7,192,0.6,15.6,5.7,0.695,3.83,3.49,9.9,"岡本　洋介 T",-19.7
"岡林　飛翔","C","Farm",1,8,0,0,37.5,0.6,36,11.95,-37.5,"岡林　飛翔 C",1
"荻野　忠寛","M","Farm",42,165,0.628,12.7,6.1,0.741,2.58,3.53,6.7,"荻野　忠寛 M",NA
"荻野　忠寛","M","Top",11.4,49,2.336,10.2,8.2,0.784,4.76,6.37,2,"荻野　忠寛 M",NA
"屋宜　照悟","F","Farm",180.9,786,0.752,13.6,6.6,0.686,3.98,3.79,7,"屋宜　照悟 F",31.3
"屋宜　照悟","F","Top",29.7,130,0.864,10.8,7.7,0.696,5.16,4.3,3.1,"屋宜　照悟 F",31.3
"屋宜　照悟","S","Farm",70.6,292,1.146,17.1,5.1,0.724,3.69,4.03,12,"屋宜　照悟 S",69.6
"屋宜　照悟","S","Top",1,9,9,0,0,0.375,54,15.91,0,"屋宜　照悟 S",69.6
"下柳　剛","E","Farm",52.3,227,0.86,12.3,6.6,0.672,3.78,4.01,5.7,"下柳　剛 E",NA
"下柳　剛","E","Top",17,80,0,5,1.2,0.625,5.29,2.85,3.8,"下柳　剛 E",NA
"加賀　繁","DB","Farm",98,363,0.477,22.9,3,0.774,1.1,2.34,19.8,"加賀　繁 DB",-1
"加賀　繁","DB","Top",177.3,758,1.228,20.6,5.9,0.688,4.52,3.62,14.6,"加賀　繁 DB",-1
"加賀美　希昇","DB","Farm",204.6,854,0.747,18.3,6.1,0.707,3.56,3.29,12.2,"加賀美　希昇 DB",NA
"加賀美　希昇","DB","Top",110.7,495,0.823,16.4,9.7,0.693,4.47,3.84,6.7,"加賀美　希昇 DB",NA
"加治屋　蓮","H","Farm",198.7,844,0.502,19.2,8.1,0.7,3.44,3.25,11.1,"加治屋　蓮 H",-12.3
"加治屋　蓮","H","Top",73,314,1.032,17.9,9.6,0.682,3.82,4.09,8.3,"加治屋　蓮 H",-12.3
"加藤　幹典","S","Farm",63,275,0.43,14.2,7.3,0.668,3.86,3.29,6.9,"加藤　幹典 S",NA
"加藤　貴大","E","Farm",11.6,77,2.292,10.4,33.8,0.676,14.66,12.31,-23.4,"加藤　貴大 E",NA
"加藤　貴之","F","Farm",30,112,0.338,25,4.5,0.731,0.9,2.02,20.5,"加藤　貴之 F",-208.3
"加藤　貴之","F","Top",324.6,1402,0.721,17.5,6.9,0.691,3.86,3.45,10.6,"加藤　貴之 F",-208.3
"加藤　康介","T","Farm",32.7,131,0.392,16.8,6.9,0.735,2.2,2.65,9.9,"加藤　康介 T",NA
"加藤　康介","T","Top",109,447,0.511,23.5,8.1,0.725,2.39,2.58,15.4,"加藤　康介 T",NA
"加藤　正志","E","Farm",54.4,234,0.328,14.5,7.3,0.712,3.64,3.29,7.3,"加藤　正志 E",NA
"加藤　正志","E","Top",14.3,60,1.988,5,3.3,0.693,5.66,5.54,1.7,"加藤　正志 E",NA
"加藤　大輔","E","Farm",23.3,98,0.769,24.5,3.1,0.651,4.63,2.74,21.4,"加藤　大輔 E",NA
"加藤　大輔","E","Top",64,293,0.962,14,10.6,0.713,4.21,4.19,3.4,"加藤　大輔 E",NA
"加藤　拓也","C","Farm",147,648,0.492,15.7,14.8,0.72,4.16,4.26,0.9,"加藤　拓也 C",117.7
"加藤　拓也","C","Top",29.3,136,0.61,20.6,22.8,0.757,4.3,5.16,-2.2,"加藤　拓也 C",117.7
"嘉弥真　新也","H","Farm",174.7,703,0.531,23.2,6,0.708,1.86,2.55,17.2,"嘉弥真　新也 H",-56.4
"嘉弥真　新也","H","Top",183.3,773,0.672,24.5,7.9,0.705,3.24,2.95,16.6,"嘉弥真　新也 H",-56.4
"河内　貴哉","C","Farm",49.7,209,0.194,23.5,7.2,0.679,2.35,2.25,16.3,"河内　貴哉 C",NA
"河内　貴哉","C","Top",44.9,197,1.202,17.2,10.2,0.771,3.38,4.76,7.1,"河内　貴哉 C",NA
"河野　秀数","F","Farm",66,323,0.897,20.4,13.6,0.648,5.72,4.21,6.8,"河野　秀数 F",NA
"河野　秀数","F","Top",49.3,216,0.572,17.6,15.3,0.711,2.92,4.36,2.3,"河野　秀数 F",NA
"海田　智行","Bs","Farm",125.7,556,0.523,14,5.8,0.657,3.51,3.25,8.3,"海田　智行 Bs",15.6
"海田　智行","Bs","Top",253.6,1088,0.53,13.6,7.5,0.706,3.76,3.41,6.1,"海田　智行 Bs",15.6
"柿田　裕太","DB","Farm",209,926,0.514,12.8,9.2,0.691,4.35,3.88,3.7,"柿田　裕太 DB",4.3
"角屋　龍太","Bs","Farm",18.6,98,0.966,6.1,12.2,0.605,8.19,6.02,-6.1,"角屋　龍太 Bs",1.3
"角屋　龍太","Bs","Top",2.3,16,3.86,6.2,25,0.6,11.57,12.81,-18.8,"角屋　龍太 Bs",1.3
"郭　俊麟","L","Farm",120.7,495,0.897,20.2,8.3,0.728,3.21,3.72,11.9,"郭　俊麟 L",27
"郭　俊麟","L","Top",117.7,552,1.212,14.3,9.4,0.678,6.04,4.9,4.9,"郭　俊麟 L",27
"笠井　崇正","DB","Farm",64,278,0.418,16.5,14,0.744,3.8,4.08,2.5,"笠井　崇正 DB",61
"笠井　崇正","DB","Top",3,12,0,25,33.3,1,0,4.02,-8.3,"笠井　崇正 DB",61
"笠原　将生","G","Farm",160.7,680,0.562,21.3,7.9,0.703,2.69,3.15,13.4,"笠原　将生 G",NA
"笠原　将生","G","Top",116,523,1.394,22.2,10.7,0.66,4.35,4.42,11.5,"笠原　将生 G",NA
"笠原　祥太郎","D","Farm",78,310,0.46,21.9,8.4,0.752,1.61,2.94,13.5,"笠原　祥太郎 D",-79.4
"笠原　祥太郎","D","Top",157.4,685,0.915,19.2,10.2,0.731,3.83,4.19,8.9,"笠原　祥太郎 D",-79.4
"笠原　大芽","H","Farm",347.9,1452,0.389,19.9,8.9,0.707,2.84,3.1,11,"笠原　大芽 H",134
"笠原　大芽","H","Top",9.3,40,0.918,7.5,10,0.793,4.82,5.92,-2.5,"笠原　大芽 H",134
"笠谷　俊介","H","Farm",91,396,0.296,20.2,13.1,0.723,3.17,3.72,7.1,"笠谷　俊介 H",79
"笠谷　俊介","H","Top",11,51,0.895,17.7,13.7,0.677,4.93,4.46,4,"笠谷　俊介 H",79
"釜田　佳直","E","Farm",174,754,0.783,19.1,8.2,0.688,3.88,3.67,10.9,"釜田　佳直 E",-24
"釜田　佳直","E","Top",328,1503,0.801,14.7,9.2,0.675,4.66,4.09,5.5,"釜田　佳直 E",-24
"鴨志田　貴司","Bs","Farm",59.7,265,0,22.6,11.3,0.678,2.56,2.58,11.3,"鴨志田　貴司 Bs",NA
"鴨志田　貴司","Bs","Top",3.3,15,0,13.3,33.3,0.875,8.18,6.01,-20,"鴨志田　貴司 Bs",NA
"乾　真大","F","Farm",143.1,604,0.9,23,8.6,0.756,2.89,3.47,14.4,"乾　真大 F",NA
"乾　真大","F","Top",70.3,318,0.764,20.8,11.3,0.679,5.63,3.56,9.5,"乾　真大 F",NA
"乾　真大","G","Farm",66.7,290,0.678,26.2,19.7,0.799,3.24,4.45,6.6,"乾　真大 G",29.4
"乾　真大","G","Top",7.6,37,0,21.6,13.5,0.625,3.53,2.8,8.1,"乾　真大 G",29.4
"関　啓扶","D","Farm",2.3,12,3.86,16.7,25,0.8,11.57,11.92,-8.3,"関　啓扶 D",NA
"関谷　亮太","M","Farm",171,711,0.69,16.6,7.6,0.712,3.95,3.67,9,"関谷　亮太 M",71
"関谷　亮太","M","Top",138,621,0.718,15.8,8.4,0.667,4.95,3.82,7.4,"関谷　亮太 M",71
"館山　昌平","S","Farm",215,900,0.245,16.3,8.1,0.7,3.18,3.16,8.2,"館山　昌平 S",111.3
"館山　昌平","S","Top",310.6,1331,0.642,15.8,9.2,0.709,3.62,3.6,6.5,"館山　昌平 S",111.3
"丸山　泰資","D","Farm",47.3,197,0.565,16.3,6.6,0.707,3.42,3.36,9.7,"丸山　泰資 D",35.3
"丸山　泰資","D","Top",12,57,1.5,17.5,10.5,0.632,8.25,5.16,7,"丸山　泰資 D",35.3
"岸　敬祐","G","Farm",91.7,379,0.29,14.2,6.3,0.74,2.36,3.19,7.9,"岸　敬祐 G",NA
"岸　敬祐","M","Farm",39,181,0.92,14.4,9.9,0.682,5.31,4.5,4.5,"岸　敬祐 M",NA
"岸　孝之","E","Top",335.3,1328,1.074,26.2,5,0.734,2.74,3.09,21.1,"岸　孝之 E",-335.3
"岸　孝之","L","Farm",18.7,71,0,29.6,4.2,0.724,0.97,1.15,25.3,"岸　孝之 L",NA
"岸　孝之","L","Top",767.9,3050,0.656,20,5.5,0.743,2.7,2.93,14.5,"岸　孝之 L",NA
"岸田　護","Bs","Farm",127.6,514,0.293,21.8,3.7,0.699,2.82,2.07,18.1,"岸田　護 Bs",77
"岸田　護","Bs","Top",266.7,1096,0.8,23,5.8,0.709,2.97,2.82,17.2,"岸田　護 Bs",77
"岸本　秀樹","C","Farm",45.3,219,0.581,13.2,11.4,0.654,4.17,4.4,1.8,"岸本　秀樹 C",NA
"岸本　秀樹","C","Top",24,114,0.38,23.7,14.9,0.657,6.75,2.78,8.8,"岸本　秀樹 C",NA
"岸本　淳希","D","Farm",75,332,0.728,17.2,13.3,0.734,3.6,4.25,3.9,"岸本　淳希 D",12
"岩下　大輝","M","Farm",85.3,389,0.633,19.8,11.8,0.669,4.64,3.88,8,"岩下　大輝 M",57.6
"岩下　大輝","M","Top",25.7,117,0,14.5,11.1,0.674,4.56,3.33,3.4,"岩下　大輝 M",57.6
"岩橋　慶侍","S","Farm",222.1,975,0.484,14.7,10.6,0.706,4.13,3.92,4.1,"岩橋　慶侍 S",115
"岩橋　慶侍","S","Top",38.7,180,0.984,17.2,12.2,0.686,4.42,4.25,5,"岩橋　慶侍 S",115
"岩見　優輝","C","Farm",106.7,470,0.579,17.7,12.8,0.724,3.46,4.14,4.9,"岩見　優輝 C",NA
"岩見　優輝","C","Top",3.3,12,0,33.3,33.3,1,0,4.08,0,"岩見　優輝 C",NA
"岩崎　優","T","Farm",129,529,0.692,20,7.4,0.743,2.93,3.34,12.7,"岩崎　優 T",-131.7
"岩崎　優","T","Top",375,1610,0.793,21.8,7.7,0.695,3.55,3.31,14.1,"岩崎　優 T",-131.7
"岩瀬　仁紀","D","Farm",24.3,105,0.365,20.9,7.6,0.694,3.33,2.96,13.3,"岩瀬　仁紀 D",-67.7
"岩瀬　仁紀","D","Top",216,913,0.498,16,7.2,0.707,3.33,3.13,8.8,"岩瀬　仁紀 D",-67.7
"岩貞　祐太","T","Farm",178.4,725,0.476,20.8,8.8,0.729,1.92,2.98,12,"岩貞　祐太 T",-184
"岩貞　祐太","T","Top",438.3,1848,0.953,21.8,8.5,0.722,3.72,3.62,13.3,"岩貞　祐太 T",-184
"岩田　慎司","D","Farm",256.3,1079,0.427,15.2,5.7,0.696,3.13,3.17,9.4,"岩田　慎司 D",NA
"岩田　慎司","D","Top",174,724,1.086,17.6,5.8,0.729,3.67,3.72,11.8,"岩田　慎司 D",NA
"岩田　稔","T","Farm",267,1133,0.916,17.5,5,0.674,3.64,3.56,12.5,"岩田　稔 T",42
"岩田　稔","T","Top",620,2629,0.75,17.1,7.2,0.71,3.53,3.42,9.8,"岩田　稔 T",42
"岩尾　利弘","L","Farm",329,1480,0.519,16.1,9.4,0.656,4.13,3.65,6.7,"岩尾　利弘 L",49.3
"岩尾　利弘","L","Top",64.3,296,0.316,18.2,11.5,0.66,5.74,3.39,6.8,"岩尾　利弘 L",49.3
"岩本　輝","Bs","Farm",7.3,33,1.23,18.2,9.1,0.652,9.82,4.31,9.1,"岩本　輝 Bs",-7.4
"岩本　輝","Bs","Top",14.7,63,1.84,11.1,11.1,0.778,4.3,5.95,0,"岩本　輝 Bs",-7.4
"岩本　輝","T","Farm",298.7,1289,0.637,17.3,9.8,0.703,3.56,3.72,7.5,"岩本　輝 T",NA
"岩本　輝","T","Top",58.1,253,0.159,13.5,12.3,0.708,2.64,3.53,1.2,"岩本　輝 T",NA
"岩嵜　翔","H","Farm",193.7,756,0.28,17.4,3.8,0.729,1.62,2.54,13.5,"岩嵜　翔 H",-73.3
"岩嵜　翔","H","Top",423.7,1748,0.882,17.3,5.3,0.724,3.1,3.42,12,"岩嵜　翔 H",-73.3
"菊沢　竜佑","S","Farm",58,262,0.796,16,11.1,0.69,5.43,4.36,5,"菊沢　竜佑 S",55
"菊沢　竜佑","S","Top",3,16,3,18.8,12.5,0.6,6,7.25,6.3,"菊沢　竜佑 S",55
"菊地　和正","DB","Farm",37.4,148,0.692,17.5,4.7,0.741,2.41,3.18,12.8,"菊地　和正 DB",NA
"菊地　和正","DB","Top",69.6,301,0.707,10.3,10.3,0.744,3.22,4.05,0,"菊地　和正 DB",NA
"菊地原　毅","C","Farm",50.7,201,0.531,13.9,4.5,0.785,1.42,3.27,9.5,"菊地原　毅 C",NA
"菊地原　毅","C","Top",19.7,91,1.335,12.1,6.6,0.696,4.58,4.86,5.5,"菊地原　毅 C",NA
"菊池　保則","E","Farm",376.4,1579,0.884,19.1,6.9,0.713,3.66,3.66,12.2,"菊池　保則 E",101.1
"菊池　保則","E","Top",255.6,1128,0.713,16.9,9.7,0.704,4.12,3.81,7.2,"菊池　保則 E",101.1
"菊池　雄星","L","Farm",69.3,298,0.693,25.8,7.4,0.698,3.63,2.77,18.4,"菊池　雄星 L",-349.4
"菊池　雄星","L","Top",956.4,3921,0.628,22.4,9.3,0.737,2.69,3.18,13.1,"菊池　雄星 L",-349.4
"吉岡　興志","T","Farm",16,65,0,20,1.5,0.714,1.69,1.8,18.5,"吉岡　興志 T",NA
"吉見　一起","D","Farm",77.7,325,0.464,14.4,3.4,0.7,4.17,2.94,11.1,"吉見　一起 D",-160.7
"吉見　一起","D","Top",570.7,2319,0.769,14.2,4.4,0.712,3.17,3.34,9.8,"吉見　一起 D",-160.7
"吉見　祐治","M","Farm",110,440,0.485,15,6.4,0.728,2.62,3.21,8.6,"吉見　祐治 M",NA
"吉見　祐治","M","Top",50,220,1.273,12.8,10.5,0.733,4.68,4.73,2.3,"吉見　祐治 M",NA
"吉見　祐治","T","Farm",43.3,196,0.62,12.8,10.7,0.671,3.95,4.31,2.1,"吉見　祐治 T",NA
"吉原　正平","M","Farm",78,348,1.393,16.1,5.7,0.655,5.19,4.46,10.4,"吉原　正平 M",NA
"吉原　正平","M","Top",9.3,46,2.89,6.5,10.9,0.657,9.64,8.15,-4.4,"吉原　正平 M",NA
"吉川　輝昭","DB","Farm",15,61,1.8,8.2,4.9,0.82,4.2,5.45,3.3,"吉川　輝昭 DB",NA
"吉川　輝昭","DB","Top",26.7,132,2.36,9.8,11.4,0.667,7.43,6.9,-1.6,"吉川　輝昭 DB",NA
"吉川　輝昭","H","Farm",13.7,52,0,21.2,7.7,0.757,0.66,2.13,13.5,"吉川　輝昭 H",NA
"吉川　輝昭","H","Top",32.3,142,0.84,16.2,12.7,0.747,5.29,4.16,3.5,"吉川　輝昭 H",NA
"吉川　光夫","F","Farm",45.7,204,1.615,23.1,6.4,0.662,5.91,4.08,16.7,"吉川　光夫 F",NA
"吉川　光夫","F","Top",675,2861,0.651,17.1,8.6,0.724,3.33,3.51,8.5,"吉川　光夫 F",NA
"吉川　光夫","G","Farm",57.3,231,0.477,16.5,9.5,0.78,2.35,3.45,6.9,"吉川　光夫 G",-82.3
"吉川　光夫","G","Top",139.6,612,1.278,17,8.8,0.709,4.7,4.7,8.2,"吉川　光夫 G",-82.3
"吉田　一将","Bs","Farm",145,598,0.561,20.7,5.5,0.707,2.36,2.78,15.2,"吉田　一将 Bs",-49
"吉田　一将","Bs","Top",268.4,1112,1.013,18.6,8.2,0.739,3.65,3.9,10.4,"吉田　一将 Bs",-49
"吉田　嵩","D","Farm",3.7,17,2.45,11.8,5.9,0.769,2.45,6.2,5.9,"吉田　嵩 D",3.7
"吉田　凌","Bs","Farm",158,686,0.809,15.2,9.2,0.681,3.65,4.12,6,"吉田　凌 Bs",113.3
"吉田　凌","Bs","Top",2.7,16,0,0,12.5,0.643,20.25,5.16,-12.5,"吉田　凌 Bs",113.3
"吉田　侑樹","F","Farm",325.7,1402,0.749,15.3,7.4,0.689,3.79,3.73,7.9,"吉田　侑樹 F",201.3
"吉田　侑樹","F","Top",27.4,130,1.286,8.5,8.5,0.683,5.6,5.23,0,"吉田　侑樹 F",201.3
"吉本　祥二","H","Farm",11.7,54,0,14.8,13,0.692,3.86,3.43,1.8,"吉本　祥二 H",NA
"吉野　誠","Bs","Farm",34,134,0.534,21.6,3,0.726,2.91,2.48,18.6,"吉野　誠 Bs",NA
"吉野　誠","Bs","Top",20.7,89,0.85,13.5,9,0.723,3.05,3.73,4.5,"吉野　誠 Bs",NA
"吉野　誠","H","Farm",11.3,49,0.79,16.3,4.1,0.702,6.35,3.18,12.2,"吉野　誠 H",NA
"久古　健太郎","S","Farm",156.7,681,0.582,19.4,6.9,0.681,3.16,3.17,12.5,"久古　健太郎 S",68.7
"久古　健太郎","S","Top",123.7,544,1.216,20.6,6.2,0.685,4.37,3.94,14.3,"久古　健太郎 S",68.7
"久米　勇紀","G","Farm",10,49,0.9,10.2,14.3,0.728,6.3,6.16,-4.1,"久米　勇紀 G",NA
"久米　勇紀","H","Farm",25.3,115,0.71,12.2,9.6,0.728,4.62,4.92,2.6,"久米　勇紀 H",NA
"久保　康友","DB","Farm",107,475,0.748,12.2,6.5,0.676,4.54,3.96,5.7,"久保　康友 DB",17
"久保　康友","DB","Top",433.9,1873,0.731,17.1,6.6,0.69,3.77,3.44,10.5,"久保　康友 DB",17
"久保　康友","T","Farm",27.7,117,0.321,21.3,6.8,0.699,2.28,2.41,14.5,"久保　康友 T",NA
"久保　康友","T","Top",161.7,666,0.61,16.7,6.3,0.723,2.5,3.05,10.3,"久保　康友 T",NA
"久保　裕也","DB","Farm",29.7,131,0.91,16.8,11.4,0.685,3.64,4.56,5.4,"久保　裕也 DB",NA
"久保　裕也","DB","Top",12,51,0.75,15.7,13.7,0.735,5.25,4.7,2,"久保　裕也 DB",NA
"久保　裕也","E","Farm",36.7,158,1.018,17.7,6.3,0.684,3.19,3.81,11.4,"久保　裕也 E",-19.6
"久保　裕也","E","Top",56.3,239,0.801,14.7,12.1,0.77,2.72,4.58,2.5,"久保　裕也 E",-19.6
"久保　裕也","G","Farm",54.9,234,1.234,18.8,6,0.754,3.76,4.22,12.8,"久保　裕也 G",NA
"久保　裕也","G","Top",60,265,1.183,19.6,8.3,0.695,4.8,4.35,11.3,"久保　裕也 G",NA
"久保田　智之","T","Farm",80.7,359,0.56,15.6,8.1,0.667,4.58,3.43,7.5,"久保田　智之 T",NA
"久保田　智之","T","Top",24,107,0.756,15,13.1,0.754,5.62,4.35,1.9,"久保田　智之 T",NA
"久本　祐一","C","Farm",70.3,307,1.282,17.6,9.4,0.722,3.84,4.64,8.1,"久本　祐一 C",NA
"久本　祐一","C","Top",96,417,0.378,17.2,10.8,0.701,3.19,3.27,6.4,"久本　祐一 C",NA
"久本　祐一","D","Farm",20,86,0.45,12.8,4.7,0.657,4.5,3.01,8.1,"久本　祐一 D",NA
"久本　祐一","D","Top",8,38,1.12,15.8,13.2,0.708,4.5,4.62,2.6,"久本　祐一 D",NA
"宮崎　敦次","M","Farm",7.3,43,0,14,14,0.6,12.27,4.07,0,"宮崎　敦次 M",NA
"宮西　尚生","F","Farm",7,32,1.312,9.4,3.1,0.667,3.86,4.43,6.2,"宮西　尚生 F",-85.7
"宮西　尚生","F","Top",329.7,1362,0.407,19.8,8.7,0.737,2.18,2.98,11.2,"宮西　尚生 F",-85.7
"宮川　将","E","Farm",171.6,725,0.963,17.7,8.3,0.735,3.41,4.11,9.4,"宮川　将 E",58
"宮川　将","E","Top",92,395,0.998,18.7,10.4,0.699,3.13,4.22,8.3,"宮川　将 E",58
"宮台　康平","F","Farm",38,154,1.42,14.9,10.4,0.755,4.97,5.13,4.5,"宮台　康平 F",33.3
"宮台　康平","F","Top",4.7,24,0,12.5,16.7,0.733,3.86,5.59,-4.2,"宮台　康平 F",33.3
"宮田　和希","L","Farm",149,733,0.668,20.2,15.7,0.64,6.1,4.42,4.5,"宮田　和希 L",NA
"宮田　和希","L","Top",36.4,166,1.01,21.7,15.7,0.707,3.46,4.56,6,"宮田　和希 L",NA
"宮本　賢","F","Farm",35,167,0.51,13.8,6.6,0.664,5.14,3.49,7.2,"宮本　賢 F",NA
"宮國　椋丞","G","Farm",259,1053,0.598,13.6,5.2,0.728,2.81,3.43,8.3,"宮國　椋丞 G",-18
"宮國　椋丞","G","Top",376.4,1586,0.82,13.8,7.4,0.715,3.45,3.85,6.3,"宮國　椋丞 G",-18
"宮﨑　敦次","M","Farm",83.7,396,0.354,18,11.4,0.648,4.41,3.5,6.6,"宮﨑　敦次 M",34
"宮﨑　敦次","M","Top",10,49,0,18.4,6.1,0.676,6.3,2.92,12.3,"宮﨑　敦次 M",34
"牛田　成樹","DB","Farm",68,280,0.391,24.6,8.2,0.753,2.25,2.57,16.4,"牛田　成樹 DB",NA
"牛田　成樹","DB","Top",7,34,1.29,29.4,14.7,0.5,6.43,3.76,14.7,"牛田　成樹 DB",NA
"京山　将弥","DB","Farm",143.3,627,0.5,15.6,11.6,0.695,4.08,3.95,4,"京山　将弥 DB",84.3
"京山　将弥","DB","Top",59,267,1.53,15.7,12.4,0.685,5.64,5.53,3.3,"京山　将弥 DB",84.3
"橋本　義隆","E","Farm",65,278,1.105,14.7,7.2,0.708,3.04,4.15,7.5,"橋本　義隆 E",NA
"橋本　義隆","E","Top",9.3,44,0,13.6,2.3,0.6,4.82,2.29,11.3,"橋本　義隆 E",NA
"橋本　健太郎","M","Farm",40.3,175,0.237,15.4,3.4,0.672,4.02,2.63,12,"橋本　健太郎 M",NA
"橋本　健太郎","M","Top",15,70,0.6,17.1,11.4,0.745,4.2,3.88,5.7,"橋本　健太郎 M",NA
"橋本　篤郎","G","Farm",4,16,0,18.8,18.8,0.778,2.25,4.45,0.1,"橋本　篤郎 G",4
"玉井　大翔","F","Farm",68.3,270,0.125,18.1,6.7,0.74,2.37,2.57,11.5,"玉井　大翔 F",-4
"玉井　大翔","F","Top",72.3,308,0.876,16.9,6.5,0.734,3.61,4.01,10.4,"玉井　大翔 F",-4
"玉村　祐典","L","Farm",160.4,783,0.791,13.5,13,0.64,7.18,4.94,0.5,"玉村　祐典 L",77.4
"玉置　隆","T","Farm",125.3,537,0.22,23.3,7.4,0.676,2.73,2.32,15.8,"玉置　隆 T",NA
"玉置　隆","T","Top",19.7,78,1.87,28.2,10.3,0.791,2.75,4.38,18,"玉置　隆 T",NA
"近田　怜王","H","Farm",7,30,0,13.3,16.7,0.762,1.29,3.86,-3.4,"近田　怜王 H",NA
"近藤　一樹","Bs","Farm",207.9,910,0.475,18.1,7.7,0.66,3.94,3.19,10.4,"近藤　一樹 Bs",NA
"近藤　一樹","Bs","Top",83.1,381,0.765,14.7,6.3,0.641,6.62,3.58,8.4,"近藤　一樹 Bs",NA
"近藤　一樹","S","Farm",31.7,133,0,15.8,10.5,0.658,2.84,3.04,5.3,"近藤　一樹 S",-107.3
"近藤　一樹","S","Top",143.3,622,1.054,22.5,8.7,0.687,4.02,3.8,13.8,"近藤　一樹 S",-107.3
"近藤　弘樹","E","Farm",81.3,333,0.44,18.6,7.8,0.752,3.1,3.13,10.8,"近藤　弘樹 E",52.3
"近藤　弘樹","E","Top",29,130,1.55,11.5,6.9,0.697,6.83,5.16,4.6,"近藤　弘樹 E",52.3
"近藤　大亮","Bs","Farm",15.3,57,0,31.6,7,0.686,1.16,1.38,24.6,"近藤　大亮 Bs",-95.7
"近藤　大亮","Bs","Top",112.7,467,1.032,26.7,9.8,0.758,3.11,3.42,16.9,"近藤　大亮 Bs",-95.7
"金　無英","E","Farm",18.3,80,0.98,16.2,7.5,0.655,6.38,4.15,8.7,"金　無英 E",NA
"金　無英","E","Top",2,8,4.5,12.5,12.5,1,4.5,9.95,0,"金　無英 E",NA
"金　無英","H","Farm",85.7,330,0.672,21.9,6.7,0.807,2.2,2.91,15.2,"金　無英 H",NA
"金　無英","H","Top",94,392,0.572,19.9,7.9,0.708,2.87,2.99,12,"金　無英 H",NA
"金丸　将也","C","Farm",48.7,197,0.208,15.2,10.7,0.756,2.03,3.33,4.6,"金丸　将也 C",NA
"金久保　優斗","S","Farm",1,5,0,20,20,0.667,0,3.95,0,"金久保　優斗 S",1
"金剛　弘樹","D","Farm",40.7,177,0.22,12.4,3.9,0.662,3.32,2.77,8.5,"金剛　弘樹 D",NA
"金子　丈","D","Farm",119.7,498,0.841,23.3,7.4,0.679,3.91,3.14,15.8,"金子　丈 D",42.7
"金子　丈","D","Top",14.7,64,0.844,18.8,3.1,0.625,4.91,2.69,15.6,"金子　丈 D",42.7
"金子　千尋","Bs","Farm",16,70,0,11.4,4.3,0.627,3.94,2.47,7.1,"金子　千尋 Bs",-284.3
"金子　千尋","Bs","Top",1017.3,4148,0.641,21,6.8,0.724,2.87,2.99,14.2,"金子　千尋 Bs",-284.3
"金森　敬之","M","Farm",138.4,589,0.608,17.5,7.3,0.702,4.23,3.3,10.2,"金森　敬之 M",31
"金森　敬之","M","Top",31,155,1.701,13.6,10.3,0.604,7.83,5.68,3.2,"金森　敬之 M",31
"金刃　憲人","E","Farm",68.7,290,0,17.9,7.9,0.727,1.97,2.78,10,"金刃　憲人 E",19
"金刃　憲人","E","Top",99.3,420,0.401,14.3,9.5,0.72,3.35,3.53,4.8,"金刃　憲人 E",19
"金刃　憲人","G","Farm",45.7,194,0,18,7.7,0.685,2.17,2.38,10.3,"金刃　憲人 G",NA
"金田　和之","Bs","Farm",54.7,233,0.981,19.7,4.7,0.649,4.12,3.29,15,"金田　和之 Bs",3.4
"金田　和之","Bs","Top",51.3,235,0.903,20.4,7.7,0.648,4.91,3.51,12.8,"金田　和之 Bs",3.4
"金田　和之","T","Farm",106.4,465,0.498,11.4,9.7,0.713,3.89,4.18,1.8,"金田　和之 T",NA
"金田　和之","T","Top",78,346,0.806,14.4,8.7,0.678,4.27,3.97,5.8,"金田　和之 T",NA
"金伏　ウーゴ","S","Farm",51.3,227,0.333,17.6,11.5,0.713,3.68,3.47,6.1,"金伏　ウーゴ S",NA
"金伏　ウーゴ","S","Top",1,9,0,0,11.1,0.5,36,5.81,-11.1,"金伏　ウーゴ S",NA
"金平　将至","F","Farm",112,487,0.227,20.3,11.7,0.749,3.13,3.32,8.6,"金平　将至 F",NA
"金平　将至","F","Top",10,50,1.02,12,8,0.622,6.3,4.86,4,"金平　将至 F",NA
"金澤　健人","H","Farm",26,105,0.348,21.9,5.7,0.702,2.42,2.44,16.2,"金澤　健人 H",NA
"金澤　健人","H","Top",67.3,285,0.541,14,9.1,0.757,2.68,3.49,4.9,"金澤　健人 H",NA
